age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,profit
46, Private,201217,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private,304143,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
62, Local-gov,197218,9, Widowed, Other-service, Not-in-family, White, Female,0,0,18, United-States, <=50K
43, Private,152159,13, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private,214413,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private,195262,7, Never-married, Craft-repair, Own-child, White, Male,0,0,17, United-States, <=50K
62, Private,143746,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
69,,248248,2, Married-civ-spouse,, Husband, Asian-Pac-Islander, Male,0,0,34, Philippines, <=50K
50, Private,30682,4, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private,103548,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
65, Self-emp-not-inc,225473,10, Widowed, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
33, State-gov,291494,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
59, Private,169982,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2002,50, United-States, <=50K
34, Private,107914,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,47, United-States, >50K
34, Private,321709,9, Never-married, Other-service, Not-in-family, White, Female,0,0,28, United-States, <=50K
38, Private,274907,12, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
17,,151141,6, Never-married,, Own-child, White, Male,0,0,30, United-States, <=50K
28, Private,194690,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-inc,304001,10, Divorced, Craft-repair, Not-in-family, White, Male,3325,0,40, United-States, <=50K
24, Private,161092,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private,259351,6, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
59, Private,208395,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
58, Private,32954,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, State-gov,99199,14, Never-married, Transport-moving, Own-child, White, Male,0,0,15, United-States, <=50K
50, Private,77521,7, Never-married, Priv-house-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
62, Private,141308,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private,277695,1, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, Mexico, <=50K
35, Private,151322,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,55, United-States, >50K
41, Private,154374,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, United-States, >50K
51, Private,238481,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1902,42, United-States, >50K
48, Local-gov,242923,9, Married-civ-spouse, Tech-support, Wife, White, Female,0,1848,40, United-States, >50K
27, Private,216481,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Local-gov,141005,10, Divorced, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
24, Private,261561,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private,59380,10, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
53, Self-emp-inc,190762,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
63, Private,181863,13, Never-married, Sales, Not-in-family, White, Male,0,0,27, United-States, <=50K
25, Private,101812,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,41, United-States, <=50K
38, Private,29874,13, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, >50K
47, Private,193285,9, Married-civ-spouse, Other-service, Wife, Black, Female,5013,0,40, United-States, <=50K
48, Private,232149,13, Divorced, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
59, Private,75541,9, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private,266583,9, Married-civ-spouse, Sales, Husband, Black, Male,2829,0,38, United-States, <=50K
45, Private,167617,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
72, Private,33404,6, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
17, Private,175414,9, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
58, Private,219504,8, Divorced, Transport-moving, Unmarried, Black, Male,0,0,45, United-States, >50K
41, Federal-gov,207685,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Self-emp-not-inc,177675,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19, Private,250818,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Private,76860,13, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
26, Private,130620,12, Married-spouse-absent, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,40,, <=50K
18, Private,231335,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private,173255,9, Never-married, Transport-moving, Own-child, White, Male,1055,0,25, United-States, <=50K
39, Self-emp-not-inc,107233,9, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, Private,193882,11, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private,548303,9, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Mexico, >50K
33, Private,251117,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
47, Self-emp-not-inc,174533,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc,65278,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,183224,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
19, Private,204389,9, Never-married, Adm-clerical, Own-child, Other, Female,0,0,25, Puerto-Rico, <=50K
47, Private,436770,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private,106967,14, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private,320451,10, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,24, India, <=50K
19, State-gov,149528,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,12, United-States, <=50K
45, Private,81132,10, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,55, United-States, >50K
43, Self-emp-not-inc,147099,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,36, United-States, <=50K
50, Local-gov,82783,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
21, Private,204160,10, Never-married, Sales, Own-child, White, Female,0,0,13, United-States, <=50K
42, Private,294431,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
40, Private,156526,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
55, Private,164970,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,38, United-States, <=50K
21, Private,129172,10, Never-married, Other-service, Other-relative, White, Male,0,0,16, United-States, <=50K
47,,175530,3, Separated,, Own-child, White, Female,0,0,56, Mexico, <=50K
58, Private,144092,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
28, Private,71733,10, Separated, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
23, Private,494371,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private,187164,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
53, Private,139522,9, Married-civ-spouse, Other-service, Wife, White, Female,0,1573,40, Italy, <=50K
33, Private,182556,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc,254304,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,4508,0,90, United-States, <=50K
58, Private,117299,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
46, Private,185870,13, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
68, Private,34887,9, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,6, United-States, <=50K
43, Private,178780,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,49, United-States, >50K
42, Private,153489,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc,95455,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,55, United-States, <=50K
38, Federal-gov,104236,12, Divorced, Adm-clerical, Unmarried, White, Female,1471,0,40, United-States, <=50K
60, Private,225526,9, Separated, Sales, Not-in-family, White, Female,0,0,32, United-States, <=50K
42, Private,55395,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States, <=50K
38, Private,257735,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,51100,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,79874,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,53, United-States, >50K
29, Private,190777,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
40, State-gov,385357,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States, >50K
63, Local-gov,168656,13, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
46, Private,328216,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
25, Private,120238,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
53,,135105,13, Divorced,, Not-in-family, White, Female,0,0,50, United-States, <=50K
56, Self-emp-not-inc,214323,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,119545,13, Separated, Sales, Not-in-family, White, Male,0,0,42, United-States, <=50K
28, Private,70034,5, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Portugal, <=50K
44, Private,45363,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,44, United-States, >50K
31, Private,104509,10, Separated, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
26, Local-gov,192213,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Canada, <=50K
28, Private,263128,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
51, Private,97005,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private,111020,9, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private,28790,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Federal-gov,50567,10, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private,189670,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,50, United-States, <=50K
26, Self-emp-inc,246025,9, Separated, Sales, Unmarried, White, Female,0,0,20, Honduras, <=50K
66,,306178,6, Divorced,, Not-in-family, White, Male,2050,0,40, United-States, <=50K
35, Self-emp-not-inc,140854,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private,64563,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,42, United-States, >50K
47, Private,95155,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States, >50K
64, Private,221343,2, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,12, United-States, <=50K
36, Private,311255,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Haiti, <=50K
39, Private,706180,13, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private,344624,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States, >50K
29, Private,410216,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Private,212064,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private,154981,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1902,50, United-States, >50K
33, Local-gov,224185,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Local-gov,48317,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
57, Private,214061,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Self-emp-inc,91039,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
33, Private,209900,10, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
46, Private,203785,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
49, Private,165152,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
51, Local-gov,96678,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
23, Private,215616,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
36, Private,31023,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23, Private,154978,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Guatemala, <=50K
62, Local-gov,113443,14, Divorced, Prof-specialty, Not-in-family, White, Female,10520,0,33, United-States, >50K
30, Private,174789,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,50, United-States, >50K
28, Private,472580,10, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
31, State-gov,26401,14, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
36, Private,218490,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
33, Federal-gov,137059,10, Never-married, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
37, Local-gov,175979,13, Divorced, Prof-specialty, Other-relative, White, Female,0,0,60, United-States, <=50K
33, Private,400416,6, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
42, Private,144002,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
70, Self-emp-not-inc,355536,9, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,24, United-States, <=50K
26, Private,211596,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
60,,153072,9, Married-civ-spouse,, Husband, White, Male,0,0,5, United-States, <=50K
28, Private,349751,13, Never-married, Exec-managerial, Not-in-family, Black, Male,2174,0,50, United-States, <=50K
25, Private,170786,5, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States, <=50K
20,,291746,8, Never-married,, Own-child, Black, Male,0,0,40, United-States, <=50K
53, Private,49715,9, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
26,,133373,13, Never-married,, Own-child, White, Male,0,0,44, United-States, <=50K
59, Private,249814,9, Separated, Other-service, Not-in-family, White, Female,0,0,37, United-States, <=50K
50, Private,108446,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
40, Private,241895,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc,233571,9, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private,189759,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
48, Private,176810,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
64,,49194,7, Married-civ-spouse,, Husband, White, Male,0,0,30, United-States, <=50K
57, Private,27459,9, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private,290640,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Germany, >50K
32, Private,110279,12, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,35, United-States, <=50K
29, Local-gov,188278,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,216413,9, Divorced, Tech-support, Unmarried, White, Female,0,0,55, United-States, <=50K
42, Private,167534,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5013,0,35, United-States, <=50K
21, Private,97295,10, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
45, Private,102288,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
67, Self-emp-not-inc,148690,14, Widowed, Prof-specialty, Not-in-family, White, Male,18481,0,2, United-States, >50K
56, Self-emp-not-inc,169528,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc,79586,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
18, Private,118983,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, United-States, <=50K
51, Private,249339,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
65, Local-gov,172646,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Private,222635,3, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private,131239,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,45, United-States, >50K
42, State-gov,219682,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Private,112763,9, Never-married, Adm-clerical, Unmarried, White, Female,8614,0,43, United-States, >50K
44, Private,83891,13, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Male,5455,0,40, United-States, <=50K
31, Private,223327,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
56, Federal-gov,107314,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
52, Private,74275,10, Married-civ-spouse, Sales, Husband, White, Male,7298,0,45, United-States, >50K
35, Private,176123,6, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,60, India, <=50K
61, Private,123991,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
46, Private,328669,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
46, Private,250821,15, Divorced, Farming-fishing, Unmarried, White, Male,0,0,48, United-States, <=50K
29, Private,114870,10, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private,179758,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,20, United-States, <=50K
45, Private,341995,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,42, United-States, >50K
18, Private,201871,8, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
33,,211743,9, Married-civ-spouse,, Husband, White, Male,0,0,21, United-States, <=50K
52, Self-emp-not-inc,41496,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
28, Local-gov,327533,9, Married-civ-spouse, Protective-serv, Husband, White, Male,3908,0,40, United-States, <=50K
51, Private,158948,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,84, United-States, >50K
32, Private,80058,7, Divorced, Sales, Not-in-family, White, Male,0,0,43, United-States, >50K
18, Private,183274,7, Never-married, Other-service, Own-child, White, Female,594,0,30, United-States, <=50K
19, Private,349620,6, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private,135246,7, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private,404616,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55, Private,115198,5, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,48, United-States, <=50K
54, Private,338089,14, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private,141332,7, Never-married, Sales, Own-child, Black, Male,0,0,8, United-States, <=50K
52, Private,284129,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private,324469,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Self-emp-not-inc,159939,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
29, Private,81057,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private,128516,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, United-States, <=50K
46, Private,182715,4, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private,116968,10, Never-married, Adm-clerical, Own-child, White, Male,2597,0,40, United-States, <=50K
53, Private,36327,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
44, Private,121718,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,48, United-States, >50K
38, Private,103408,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40,, <=50K
51, Self-emp-inc,200046,13, Separated, Sales, Unmarried, White, Male,0,2824,40, United-States, >50K
32, Private,190511,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private,303942,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,344624,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
35, Private,46385,9, Married-civ-spouse, Transport-moving, Husband, White, Male,5178,0,90, United-States, >50K
60, Self-emp-not-inc,193038,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,15, United-States, <=50K
25, Private,216724,9, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private,134886,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private,117767,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
21, Private,242912,9, Never-married, Other-service, Other-relative, White, Female,0,0,35, United-States, <=50K
33, Private,203488,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1672,40, United-States, <=50K
21,,207782,10, Never-married,, Own-child, White, Male,0,0,30, United-States, <=50K
29, Self-emp-not-inc,160786,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
31, Private,63861,9, Divorced, Sales, Not-in-family, White, Female,0,0,34, United-States, <=50K
29, Private,151382,11, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,50, United-States, <=50K
32, Local-gov,29235,10, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,40, France, >50K
43,,116632,10, Married-civ-spouse,, Husband, White, Male,0,0,45, United-States, >50K
20, Private,332931,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
38, Self-emp-inc,85566,10, Never-married, Sales, Not-in-family, White, Male,0,0,65, United-States, <=50K
21, Private,175374,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private,226608,10, Divorced, Tech-support, Not-in-family, White, Male,0,0,30, Guatemala, >50K
54, Private,230919,9, Married-civ-spouse, Transport-moving, Husband, White, Male,7688,0,60, United-States, >50K
35, Private,204527,14, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
40, Private,120277,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Ireland, <=50K
23, Private,199070,9, Never-married, Protective-serv, Own-child, Black, Male,0,0,16, United-States, <=50K
51, Private,135190,4, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,30, United-States, <=50K
55, Private,37438,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
37, Local-gov,108540,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc,154728,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc,156606,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,30, United-States, <=50K
25, Private,230292,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private,455361,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
37, Self-emp-not-inc,58343,9, Divorced, Farming-fishing, Unmarried, White, Male,0,0,56, United-States, <=50K
32, Private,108247,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States, >50K
19, State-gov,176936,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
20,,172232,10, Never-married,, Own-child, White, Male,0,0,60, United-States, <=50K
19, Private,146679,10, Never-married, Exec-managerial, Own-child, Black, Male,0,0,30, United-States, <=50K
37, Private,234807,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
32, Private,201988,15, Married-civ-spouse, Sales, Husband, White, Male,4508,0,40,, <=50K
42,,184018,10, Divorced,, Unmarried, White, Male,0,0,40, United-States, <=50K
45, State-gov,101299,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-inc,117963,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,60, United-States, >50K
47, State-gov,187581,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,48, United-States, >50K
23, Private,157839,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Private,298635,13, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
50, Self-emp-not-inc,203098,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
66, Private,117746,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
22, Private,97508,9, Never-married, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
70,,172652,14, Married-civ-spouse,, Husband, White, Male,0,0,8, United-States, <=50K
44, Local-gov,387844,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,250157,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,63, United-States, <=50K
20, Private,94744,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
60, Private,160625,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,40, United-States, <=50K
19, Private,58471,9, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private,236481,15, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,10, India, <=50K
42, Self-emp-inc,90693,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
18, Private,240330,8, Never-married, Other-service, Own-child, White, Male,0,0,18, United-States, <=50K
45, Private,55272,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private,151817,14, Separated, Tech-support, Unmarried, White, Female,0,0,36, United-States, <=50K
39, Private,186719,10, Separated, Craft-repair, Unmarried, White, Female,0,0,25, United-States, <=50K
60, Private,338833,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,38, United-States, <=50K
17, Private,114798,6, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
51, Private,147876,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
